timestamp,frame_number,object_id,label,confidence,bbox_x,bbox_y,bbox_w,bbox_h,distance_mm,center_x,center_y
2025-09-07T23:58:21.941358,4,23,keyboard,0.796298086643219,376,458,269,168,873.7242,510,542
2025-09-07T23:58:21.941358,4,24,mouse,0.6775436997413635,837,540,84,70,773.2309,879,575
2025-09-07T23:58:21.941358,4,25,mouse,0.4511789083480835,568,588,87,122,669.16534,611,649
2025-09-07T23:58:22.641943,2,26,keyboard,0.8697023391723633,347,469,271,154,944.885,482,546
2025-09-07T23:58:22.641943,2,27,mouse,0.8670128583908081,786,540,74,57,839.3173,823,568
2025-09-07T23:58:22.641943,2,28,tvmonitor,0.6603426933288574,146,92,477,235,877.8054,384,209
2025-09-07T23:58:23.332467,4,29,mouse,0.9261326193809509,838,482,79,60,855.26306,877,512
2025-09-07T23:58:23.332467,4,30,tvmonitor,0.9056921005249023,210,54,462,239,904.75037,441,173
2025-09-07T23:58:23.332467,4,31,tvmonitor,0.5558491945266724,621,77,613,309,904.8406,927,231
2025-09-07T23:58:23.332467,4,32,keyboard,0.5123311877250671,431,424,238,135,995.6095,550,491
2025-09-07T23:58:23.332467,4,33,mouse,0.4345701038837433,752,561,202,155,540.4829,853,638
2025-09-07T23:58:24.038238,2,34,mouse,0.9539157748222351,880,433,68,54,845.6924,914,460
2025-09-07T23:58:24.038238,2,35,tvmonitor,0.6321817636489868,250,26,457,228,901.78687,478,140
2025-09-07T23:58:24.038238,2,36,person,0.49293363094329834,771,514,286,204,534.6614,914,616
2025-09-07T23:58:24.038238,2,37,tvmonitor,0.3856893479824066,642,20,606,313,867.05164,945,176
2025-09-07T23:58:24.038238,2,38,keyboard,0.36064252257347107,466,381,229,133,1016.70483,580,447
2025-09-07T23:58:24.644233,4,39,keyboard,0.9231453537940979,433,409,252,137,0,559,477
2025-09-07T23:58:24.644233,4,40,tvmonitor,0.9049009680747986,209,50,468,217,889.2584,443,158
2025-09-07T23:58:24.644233,4,41,mouse,0.8546637892723083,854,450,70,56,849.7215,889,478
2025-09-07T23:58:24.644233,4,42,tvmonitor,0.6358203887939453,618,58,620,282,871.9953,928,199
2025-09-07T23:58:25.320718,2,43,mouse,0.9064903855323792,822,420,77,57,858.3058,860,448
2025-09-07T23:58:25.320718,2,44,tvmonitor,0.8132167458534241,160,0,500,249,860.57745,410,124
2025-09-07T23:58:25.320718,2,45,keyboard,0.8127660751342773,428,384,207,127,980.90826,531,447
2025-09-07T23:58:25.320718,2,46,tvmonitor,0.35382944345474243,622,22,605,304,865.5771,924,174
2025-09-07T23:58:26.050974,4,47,keyboard,0.7925452589988708,387,346,238,159,960.12634,506,425
2025-09-07T23:58:26.050974,4,48,mouse,0.7493871450424194,802,403,73,53,856.69745,838,429
2025-09-07T23:58:26.050974,4,49,tvmonitor,0.7012866735458374,125,4,502,203,838.3039,376,105
2025-09-07T23:58:26.704504,2,50,keyboard,0.8423771858215332,376,360,250,145,951.1266,501,432
2025-09-07T23:58:26.704504,2,51,tvmonitor,0.7438160181045532,113,3,505,223,830.21375,365,114
2025-09-07T23:58:26.704504,2,52,mouse,0.6417429447174072,563,469,66,95,772.61914,596,516
2025-09-07T23:58:26.704504,2,53,mouse,0.6352115273475647,798,414,64,51,854.82794,830,439
2025-09-07T23:58:26.704504,2,54,mouse,0.31290972232818604,787,461,66,62,712.6717,820,492
2025-09-07T23:58:27.341675,4,55,keyboard,0.8830621838569641,352,400,251,140,961.98914,477,470
2025-09-07T23:58:27.341675,4,56,tvmonitor,0.8581516146659851,104,21,501,246,848.5156,354,144
2025-09-07T23:58:27.341675,4,57,person,0.7345314025878906,693,413,298,304,590.51154,842,565
2025-09-07T23:58:27.341675,4,58,tvmonitor,0.47663581371307373,546,36,601,305,898.4795,846,188
2025-09-07T23:58:28.021524,2,59,tvmonitor,0.9142937660217285,104,51,463,247,856.0815,335,174
2025-09-07T23:58:28.021524,2,60,keyboard,0.7174177765846252,349,431,224,146,974.5709,461,504
2025-09-07T23:58:28.021524,2,61,person,0.6982910633087158,702,454,297,261,847.4944,850,584
2025-09-07T23:58:28.021524,2,62,tvmonitor,0.46127060055732727,565,97,396,285,963.34827,763,239
2025-09-07T23:58:28.631040,4,63,keyboard,0.8092249631881714,339,455,239,165,968.5848,458,537
2025-09-07T23:58:28.631040,4,64,tvmonitor,0.7540434002876282,112,107,471,220,868.21893,347,217
2025-09-07T23:58:29.247939,2,65,keyboard,0.9247462749481201,344,462,249,152,963.95416,468,538
2025-09-07T23:58:29.247939,2,66,tvmonitor,0.834159791469574,110,95,478,225,852.7512,349,207
2025-09-07T23:58:29.860168,4,67,keyboard,0.7609164118766785,346,428,241,155,966.746,466,505
2025-09-07T23:58:30.591429,2,68,keyboard,0.7816763520240784,373,442,248,151,969.67676,497,517
2025-09-07T23:58:30.591429,2,69,tvmonitor,0.7806693911552429,111,70,514,235,841.1751,368,187
2025-09-07T23:58:30.591429,2,70,remote,0.46059611439704895,547,555,74,98,789.0636,584,604
2025-09-07T23:58:30.591429,2,71,tvmonitor,0.42772045731544495,561,111,556,282,0,839,252
2025-09-07T23:58:30.591429,2,72,remote,0.30509936809539795,470,567,75,66,856.24774,507,600
2025-09-07T23:58:31.252620,4,73,keyboard,0.943073570728302,383,438,236,165,959.3569,501,520
2025-09-07T23:58:31.252620,4,74,tvmonitor,0.7043154239654541,129,59,512,245,842.89105,385,181
2025-09-07T23:58:31.252620,4,75,tvmonitor,0.37061575055122375,580,99,548,287,904.17346,854,242
2025-09-07T23:58:31.916491,2,76,keyboard,0.9445062279701233,407,460,225,146,955.25073,519,533
2025-09-07T23:58:31.916491,2,77,tvmonitor,0.8442070484161377,180,81,476,235,860.76025,418,198
2025-09-07T23:58:31.916491,2,78,mouse,0.7878839373588562,578,565,69,106,775.552,612,618
2025-09-07T23:58:33.203449,2,79,tvmonitor,0.9136952757835388,-10,54,465,284,841.47296,222,196
2025-09-07T23:58:33.203449,2,80,keyboard,0.6692743301391602,180,460,284,207,895.5374,322,563
2025-09-07T23:58:33.203449,2,81,tvmonitor,0.4359826445579529,441,111,559,284,943.9213,720,253
2025-09-07T23:58:33.203449,2,82,book,0.37356048822402954,415,589,81,114,717.74945,455,646
