timestamp,frame_number,object_id,label,confidence,bbox_x,bbox_y,bbox_w,bbox_h,distance_mm,center_x,center_y
2025-09-07T23:58:16.407774,4,0,keyboard,0.6935731768608093,0,199,529,220,0,264,309
2025-09-07T23:58:17.443450,2,1,book,0.4436206519603729,-26,243,479,96,0,213,291
2025-09-07T23:58:18.013668,4,2,tvmonitor,0.703066349029541,552,5,734,167,0,919,88
2025-09-07T23:58:18.013668,4,3,keyboard,0.36659127473831177,-11,317,537,100,0,257,367
2025-09-07T23:58:18.570408,2,4,tvmonitor,0.8136577010154724,783,4,527,47,613.3313,1046,27
2025-09-07T23:58:18.570408,2,5,tvmonitor,0.5565540790557861,-19,-3,680,98,0,321,46
2025-09-07T23:58:19.217146,4,6,keyboard,0.8752825260162354,128,383,616,310,458.59296,436,538
2025-09-07T23:58:19.217146,4,7,tvmonitor,0.8443186283111572,847,-1,422,124,0,1058,61
2025-09-07T23:58:19.217146,4,8,tvmonitor,0.8211638927459717,-18,-3,698,193,543.4323,331,93
2025-09-07T23:58:19.217146,4,9,remote,0.5827410817146301,594,582,210,141,323.1104,699,652
2025-09-07T23:58:19.217146,4,10,mouse,0.40900811553001404,1136,436,144,118,372.6348,1208,495
2025-09-07T23:58:19.928921,2,11,mouse,0.5225422978401184,1125,497,155,103,476.0319,1202,548
2025-09-07T23:58:19.928921,2,12,tvmonitor,0.39097341895103455,825,-3,454,256,625.30164,1052,125
2025-09-07T23:58:19.928921,2,13,tvmonitor,0.36626988649368286,199,-6,618,281,655.5785,508,134
2025-09-07T23:58:19.928921,2,14,person,0.30766311287879944,771,659,75,61,434.80624,808,689
2025-09-07T23:58:20.538821,4,15,mouse,0.7604192495346069,1074,565,121,80,557.3938,1134,605
2025-09-07T23:58:20.538821,4,16,keyboard,0.604358434677124,494,455,319,180,755.7022,653,545
2025-09-07T23:58:20.538821,4,17,tvmonitor,0.5532215237617493,294,20,529,280,747.94525,558,160
2025-09-07T23:58:21.234416,2,18,mouse,0.8438066840171814,940,551,98,81,693.8396,989,591
2025-09-07T23:58:21.234416,2,19,keyboard,0.5924056172370911,431,463,299,161,839.3589,580,543
2025-09-07T23:58:21.234416,2,20,tvmonitor,0.5261486172676086,251,30,512,292,823.62476,507,176
2025-09-07T23:58:21.234416,2,21,book,0.40999871492385864,651,602,88,115,613.78143,695,659
2025-09-07T23:58:21.941358,4,22,tvmonitor,0.9495893716812134,161,38,506,283,829.48883,414,179
